words,喜び,信頼,恐怖,驚愕,悲しみ,嫌悪,怒り,期待
想定,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
報じ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
低く,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
別れ,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
噂,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
抗議,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
流行,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
捨て,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
悪魔,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
豊か,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
促進,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
次ぐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
他人,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
関わら,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
提示,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
急,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
巻き込ま,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
証拠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
偶然,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
急速,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
迎える,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
説得,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0
接し,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
憧れ,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
同僚,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
抱え,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
魅力,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
犯人,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
不満,0.0,1.0,0.0,0.0,0.0,7.0,9.0,0.0
要因,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
もし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
策,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
自殺,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0
生きる,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
非難,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0
上げる,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
救出,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
最中,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
阻止,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0
選ぶ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
しれ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
すぎる,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
悪く,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
嫌い,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
努力,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0
語ら,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
伸び,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
若手,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
通じ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
反映,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
雰囲気,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
評し,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
恐怖,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
撃破,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
なれ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
暴走,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
示唆,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
降伏,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
無視,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0
挙げる,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
遺体,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
悪,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
覚え,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
ゆえ,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
激しく,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
倒れ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
味方,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
仕掛け,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
去っ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
需要,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
上がっ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
同行,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ORICON,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
壊滅,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
聞く,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
強調,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
豊富,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
発覚,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
運命,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
互いに,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
配属,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
逃げ,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
売り上げ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
逆転,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
復讐,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0
瞬間,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
殺人事件,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ところが,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
突入,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
放っ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
騒動,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0
放出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
出撃,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
意向,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
避け,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
排除,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
圧倒的,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0
陥っ,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
逃亡,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
攻め,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
遭遇,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
表彰,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
限界,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
見つけ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
救援,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
むしろ,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0
子供たち,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ようやく,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
図っ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
天才,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
感謝,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
削減,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
失い,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
死ぬ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
暴力,0.0,0.0,6.0,0.0,0.0,6.0,4.0,0.0
勧め,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
業績,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
愛し,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
流し,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
担っ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
実在,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
地獄,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
転向,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
願い,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
我々,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
陥落,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
狙っ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
延期,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
出産,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ほしい,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
襲わ,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0
もたらし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
告げ,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
逃れ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
警戒,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
予測,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
余儀なく,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
幸せ,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
語り,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
配慮,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
好意,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0
負っ,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
謝罪,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0
評さ,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0
命中,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
楽章,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
大変,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
和解,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
決して,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0
不安,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0
拘束,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
込め,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
消し,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ランク,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
つもり,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
進める,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
読ん,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
脳,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
買っ,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0
目撃,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
戦力,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
外れ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
断念,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
抑制,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
心配,0.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0
oricon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
スカウト,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
確実,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
増大,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
言動,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
妨害,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
難,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
贈ら,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
懸念,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
上がる,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
担う,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
積極的,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
後継者,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
要望,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
無事,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
防御率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
優しい,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
上回る,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
参入,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
本物,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
高め,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0
早い,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
皆,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
バランス,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
容疑,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
刺激,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
損害,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
補佐,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
発し,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
交戦,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
詞,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
大切,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
生かし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
育っ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
理想,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
喧嘩,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
重傷,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
疑い,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
誤解,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0
nikkansports.com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
分かっ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
行方不明,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
残す,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
好,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
控え,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
捕らえ,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
集める,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
挑む,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
させる,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
リスク,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
救う,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
祖母,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
売上,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
欲しい,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
交際,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0
充実,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
加速,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
有利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
合う,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
望む,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
美女,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
死体,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
今度,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
奪取,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
深刻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
うまく,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
あまりに,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
評判,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
思い出,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
聞き,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
捜索,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
守り,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
上司,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
犠牲,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
狙う,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
伸ばし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
招い,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
貴重,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
本格的,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
覚醒,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
取り組み,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
厳しく,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0
結果的,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
勝っ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
嘘,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
解任,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
耐え,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
反撃,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0
お互い,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
解雇,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
踊り,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
墜落,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
抜擢,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
発症,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
至ら,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
徹底,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
かね,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
楽しむ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
撃墜,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
笑顔,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
親交,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
真相,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
尊敬,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0
民衆,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
脅威,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
動員,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
本当,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
奪っ,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
辞退,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
なかなか,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
繰り広げ,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
残留,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
上がり,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
警告,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
把握,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
永遠,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
もたらす,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
誇り,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
早期,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
追わ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
低迷,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
追跡,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
守っ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
背後,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
チャンス,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
専念,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
誘拐,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0
熱心,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0
怪獣,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
罠,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
遂げ,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
不安定,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
お前,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
取り戻し,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
世話,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
支える,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
正義,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
反面,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
警官,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
侵略,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
関わり,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
最期,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0
人格,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
助言,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
留まっ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ち文,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
明かさ,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
緩和,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
流出,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
人たち,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
聞か,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
大いに,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
世間,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
つながる,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ナターシャ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
人材,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
敵対,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
流さ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ショック,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0
恵まれ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
後退,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
感じる,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
頂点,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
がち,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
歌,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
自信,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0
権威,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
浴び,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0
突如,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
忠実,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
歌い,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
わから,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
減,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
挨拶,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
望ん,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
もらい,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
側近,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
究極,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
賭け,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
撃退,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0
潜入,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
急遽,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
しっかり,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
追悼,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
満足,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
決着,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
分から,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
捉え,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
許し,2.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0
きれ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
迫る,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
明かし,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
高める,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0
妊娠,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
封じ,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
良好,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0
輩出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
意志,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
殺す,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
ponichi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
活かし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
心理,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
一気に,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0
標的,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
絆,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
浮上,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
激怒,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
駆使,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
増える,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
勢い,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0
真面目,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
増し,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
人質,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
表情,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
精度,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
増強,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
過剰,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
怪獣,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
影響力,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
明るく,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
異例,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
任さ,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0
合っ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
借金,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
