words,喜び,信頼,恐怖,驚愕,悲しみ,嫌悪,怒り,期待
ボディコン,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
息苦し,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0
やすやす,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
携わら,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ブレークスルー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
リバタリアン,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
功業,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
立ち返り,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
通謀,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
不入り,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
性差,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
第161話,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
素っ裸,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
押し売り,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
縛り付ける,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
外交姿勢,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
鈍かっ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
セイヤヌス,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
ダンテス,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
怪訝,1.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0
新間寿,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
アワーバック,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
ガラドリエル,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
イシルドゥア,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
おまえに,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
握り潰し,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0
祈ら,5.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
不殺,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
第149話,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
二階級特進,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
涙目,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
不介入,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
体験,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
選民,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
巻きこま,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0
祟ら,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
いんらん,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
日刊サイゾー,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
呑み込む,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
走馬灯,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
見間,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
凍てつく,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
泳がせ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
アヴェ・マリア,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ひっさげ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
マルグリート,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
眩ん,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0
子守唄,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
第158話,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
入水,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
論理的思考,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
バチスタ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ゴジラ対ヘドラ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
人嫌い,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
一縷,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
誰かのために,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ドライビングテクニック,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
キッチュ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
迷宮入り,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
触れよ,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
シンナー,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
スリークォーター,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
大姫_(源頼朝の娘),0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
決然,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
黄禍論,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
見せろ,1.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0
クローディアス,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
花開く,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
託そ,2.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0
夜泣き,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
人ごみ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
泣き顔,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
まねく,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
真情,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
見つかれ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ポルターガイスト,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
容積率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
バロテッリ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
断薬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
土俵下,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1型糖尿病,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ザグレス,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
クンイェ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
240万円,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
内縁関係,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
痩せこけ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
人身御供,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
金遣い,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
不世出,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
捨て去り,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0
無神論者,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
妖剣,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
第141話,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
営業力,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
境涯,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
生活水準,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
爆風,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ブルセラ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
最後の願い,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
うたた寝,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
アレグレット,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0
獣姦,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
憎悪,0.0,0.0,1.0,0.0,0.0,13.0,2.0,0.0
遣り取り,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
各個撃破,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
徹頭徹尾,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0
吹き飛ば,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
第163話,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
躱し,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
めで,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
抉ら,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
あざ笑う,0.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0
昼行灯,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
丁奉,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
嶮,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
引きずり込み,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
恩,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
明敏,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
陽射し,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
煙たがっ,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
出棺,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
氷解,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
潜入調査,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
稼が,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
なでる,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
アキバレンジャー,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
愚痴っ,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
大進撃,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
旅路の果て,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ヴァランティーヌ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
テュエステース,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
ベンゲル,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
血糊,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
サイコ,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
アンパンマンのマーチ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
エウリュステウス,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
吉田健美,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
火の用心,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
極悪非道,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
第196話,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
反戦歌,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
メリザンド,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
マァム,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
棋力,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
色魔,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
人混み,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
各員,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
物覚え,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
予知夢,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
手淫,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
雨降り,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
独りぼっち,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
慧眼,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0
舞い込み,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
尿意,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0
私心,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
衆人環視,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0
獣性,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
馬鹿馬鹿しい,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
窃盗容疑,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
抱腹絶倒,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
切り付け,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
ヌーディズム,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
失恋,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
ご詠歌,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
射抜い,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
霊障,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
皮肉,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0
第159話,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
妖星,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
知,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ガールズラブ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
シンクレティズム,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
下世話,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
万端,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
引き留める,1.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0
シゴキ,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
願わ,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
お手上げ,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
知識欲,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
欲す,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
払暁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
論敵,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
紛れ込ま,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
睡眠障害,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
犯意,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
爆弾発言,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
男性差別,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
はんざい,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
丸め込ん,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
エログロ,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
一致団結,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
平衡感覚,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
カゲロウデイズ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
むさぼり,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
悠然と,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
アクメツ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
荒城の月,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
消去法,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
吃音,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
かき消す,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
二次被害,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
国際感覚,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
開陳,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ゼロ金利政策,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
地獄の門,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
ジョック,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
応諾,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
アングバンド,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
中継ぎ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
黒水晶,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
上げろ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Joysound,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
蒼甫,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
ダンカン・ザ・トール,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
報道被害,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
生きてゆく,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
条件反射,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
聞き分ける,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
公明正大,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
上層階級,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
遠のき,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
密やか,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
経験談,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
剣幕,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
幻覚剤,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
よこしま,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
峻厳,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
霊木,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
断酒,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
いだく,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
愛顧,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
つけ込ん,0.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0
解せ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
乳母車,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
あばずれ,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
潤う,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
どろどろ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
白い雲,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
口説き落とし,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
ひびく,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
アドーニス,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
早まり,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
釣り合っ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
補える,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ドラえもんのひみつ道具_(とあ-とこ),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
第185話,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ただれ,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
海底火山,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
疼く,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
餓え,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0
出し抜き,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0
山本さん,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
たのむ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
野ざらし,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
やじ,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
身ごもる,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
あばた,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
アウトブレイク,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
三面記事,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
大言壮語,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0
秋口,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
やり込め,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0
勇ましく,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
さしも,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
リードオフマン,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
涼し,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
知能指数,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
クオリティ・スタート,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
しきり,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
祝意,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
愛すれ,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
倍返し,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
踏みにじっ,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0
イシュマエル,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
引き潮,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
もやもや,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
打ち抜か,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
若い人たち,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
上司,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
仮面ライダー対ショッカー,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
答辞,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
自然状態,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ごーるど,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
シラージュ・ウッダウラ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
呻き,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0
凹ま,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
はらむ,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
アウティング,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
選りすぐっ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
アヴェ・マリア,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
飲み食い,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
放火犯,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
撃ち殺す,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
密輸入,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
目覚ましく,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
快い,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
決定機,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
はじい,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
餞,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
とどか,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
オーベルシュタイン,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
誘い込ま,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
山岳ベース事件,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
寝耳に水,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
春の訪れ,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
人形佐七捕物帳_(1977年のテレビドラマ),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ブービートラップ,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
国内需要,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
忖度,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
捕えよ,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0
語気,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0
掛けよ,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0
興奮,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
発展性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ほだされ,2.0,6.0,0.0,0.0,0.0,2.0,5.0,0.0
泣き叫び,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
デルザー軍団,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
めざめる,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
罷り通る,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
竹槍,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
カミさん,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
もてあまし,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
痛々しい,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
暗き,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
食い込ま,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
前線指揮官,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
香油,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
注目株,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ユリ・ゲラー,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
させろ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
地球攻撃命令_ゴジラ対ガイガン,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ザ・ガードマン,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
重婚,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
沢村賞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
みっともない,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0
言い逃れ,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
ほめる,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
つぎ込む,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
子殺し,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
松宮恭子,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
輸出産業,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
電脳化,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
偽情報,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
予備,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
永眠,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
外国人嫌悪,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
海音寺,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
正視,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
日奈子,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
遠巻き,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0
ガイラ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
グリーンマン,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
クリトン,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
所存,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新鮮味,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
余所,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
デスマスク,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
喝破,0.0,0.0,0.0,9.0,0.0,4.0,1.0,0.0
もま,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ハキハキ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
仕度,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
なだれ込む,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
差し違え,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
管理社会,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
拍車をかける,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
排する,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
強弁,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
感づか,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0
